names,prices,description,phone_model,city,date,view
iPhone 11,280 000 ₸,Память 64Гб. Телефон в идеальном состоянии. Не ремонтировался .,Мобильные телефоны » Apple,Сатпаев,29 ноября 2020 г.,  9 
Сотка сатам,Договорная цена,А51 сатылады жагдайы оте жаксы багасы 100мын келисемиз ном:,Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  36 
Samsung J7 2016 сатамын,30 000 ₸,Возможен торг.,Мобильные телефоны » Samsung,Атырау,29 ноября 2020 г.,  23 
"iPhone SE2020,black,64GB",160 000 ₸,"Телефон в идиальном сост,почти новый,царапин нет,3 месяца назад покупал.",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  29 
"Телефон-UMIDIGI A7Pro 6, 3/16мр/4150мА-ч/64 ГБ/ 8яд.",59 990 ₸,"Продам новый телефон
ОС: Стоковая Android 10. 0
SIM-карта: Dual Nano SIM
Камеры Quad Camera (16MP + 16MP + 5MP) +... ",Мобильные телефоны » Другой,Усть-Каменогорск,29 ноября 2020 г.,  101 
IPhone 7 256Gb,90 000 ₸,"Продаю IPhone 7 Jet Black в хорошем состоянии. Память 256 гб, куплен в магазине Sulpak. Все кнопки работают, телефон... ",Мобильные телефоны » Apple,Актобе,29 ноября 2020 г.,  28 
Продам Appel 6s срочно продам,37 000 ₸,Продам Appel 6s в комплекте только документы и коробка. работает идеально,Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  16 
Samsung galaxy s6 edge IPhone 6s,45 000 ₸,"Продам 
Samsung galaxy s6 edge 
В идеале без минусов
Коробка, зарядка
Цена 40 без торгa
Apple Iphone 6s rose gold
В... ",Мобильные телефоны » Apple,Темиртау,29 ноября 2020 г.,  27 
Продам А51 6/128,110 000 ₸,"Телефону вторые сутки, с первого дня стоит чехол и 3d стекло, покупал за 108700 + 4500 за аксессуары, почти не... ",Мобильные телефоны » Samsung,Павлодар,29 ноября 2020 г.,  1 
Samsung Note Edge,20 000 ₸,Продаётся Samsung Note Edge на восстановление или на запчасти.,Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  1279 
Продаю Samsung Galaxy A9 в отличном состоянии,70 000 ₸,"тип моноблок (классический);

Android 8.0;

поддержка двух SIM-карт;

экран 6.3"", разрешение 2220x1080;

камера 24... ",Мобильные телефоны » Samsung,Караганда,29 ноября 2020 г.,  320 
Самсунг галакси А 3 2017гв,40 000 ₸,Самсунг галакси А 3 2017гв,Мобильные телефоны » Samsung,Кызылорда,29 ноября 2020 г.,  17 
Мини телефон нокия l8star bm10,6 990 ₸,"Продаю оптом и в розницу мини телефон.
Отправка по всему Казахстану.
Доставка по Алмате 500-1000 тг
Жеке және көтерме... ",Мобильные телефоны » Nokia,Алматы,29 ноября 2020 г.,  15 
Телефон хуавей Y5,30 000 ₸,"4 месяца назад купили, ещё в гарантии. Продаю в связи безнадобности.",Мобильные телефоны » Huawei,Уральск,29 ноября 2020 г.,  14 
Нокия 105,6 990 ₸,"Продаю оптом и в розницу телефоны.
Доставка пг Алмате от 500 тг
А также могу отправить по всему Казахстану через... ",Мобильные телефоны » Nokia,Алматы,29 ноября 2020 г.,  7 
Продам смартфон,58 000 ₸,"Продам смартфон в идеальном состоянии, нет царапин, модель Samsung A-40",Мобильные телефоны » Samsung,Усть-Каменогорск,29 ноября 2020 г.,  12 
Продаётся А 20,32 000 ₸,Продаётся А 20 состояние нормально,Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  14 
Самсунг S8+,Договорная цена,Продам телефон Самсунг S8+ 64гб состояние средняя с коробкой остальные вопросы по телефону,Мобильные телефоны » Samsung,Тараз,29 ноября 2020 г.,  41 
IPhone XS Max 256gb Gold,Договорная цена,"Продам iPhone XS Max 256gb Gold.
В отличном состоянии. Есть один минус, видно на фото писать в ЛС.
Цена 270.... ",Мобильные телефоны » Apple,Нур-Султан (Астана),29 ноября 2020 г.,  62 
Продам смартфон poco x3 NFC,90 000 ₸,"Телефону менее месяца
Обмен с доплатой интересует 
Хлам не предлагать 
Документы и гарантия есть 
Цена в магазине... ",Мобильные телефоны » Xiaomi,Нур-Султан (Астана),29 ноября 2020 г.,  49 
